client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,inquiry_submit_count,total_web_events,lead_quality,total_page_views,unique_pages_visited,avg_web_response_ms,web_error_hits,intent_score,commercial_readiness_score,priority_band,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL10750,SESS70750,111.33.147.171,Large,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Logistics,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-06-07,,,,Inquiry,1,0,0,0,50,0.1794,0.0,8977.99,11010.56,-11010.56,,BWP,1,5,Medium,5,4,527.2,1,28,40,Low Priority,7,7,7,0,0,0,0,0,0,0,473.3,2025-01-23 03:43:40,2025-06-21 12:21:49,/services
CL10751,SESS70751,183.142.107.56,Micro,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Retail,SME Security Package,SME,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-02-27,2025-03-03,,,Demo Requested,1,1,0,0,73,0.5227,0.0,8789.12,3699.3,-3699.3,,BWP,1,9,High,9,7,499.7,0,78,75,Sales Ready,5,5,5,1,0,0,0,0,1,0,335.4,2025-01-01 14:00:09,2025-06-16 06:43:50,/services
CL10752,SESS70752,46.61.70.232,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Financial Services,SME Security Package,SME,Regional Roadshow,Windhoek SME Security Roadshow,SR006,Boitumelo,Regional Growth,400000,2025-03-11,2025-03-16,2025-03-26,,Proposal Sent,1,1,1,0,61,0.2698,0.0,5058.73,4125.0,-4125.0,,BWP,1,7,Medium,7,6,473.6,0,64,62,Nurture,12,12,12,1,0,0,0,1,2,1,535.3,2025-01-12 11:10:38,2025-06-17 19:27:21,/contact
CL10753,SESS70753,142.82.183.60,Large,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Financial Services,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-02-24,2025-03-02,,,Demo Requested,1,1,0,0,79,0.3894,0.0,28971.97,16368.0,-16368.0,,BWP,1,7,High,7,6,449.4,0,64,72,Sales Ready,6,6,6,0,1,2,0,0,3,1,504.7,2025-01-08 12:24:42,2025-05-12 01:14:48,/events/webinar
CL10754,SESS70754,63.24.72.49,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Financial Services,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-04-09,,,,Inquiry,1,0,0,0,62,0.2101,0.0,12056.65,12622.5,-12622.5,,BWP,1,4,Medium,4,4,225.5,0,28,47,Nurture,8,8,8,0,0,1,0,0,1,0,403.1,2025-01-04 15:17:42,2025-06-26 09:46:53,/services
CL10755,SESS70755,115.7.204.9,Enterprise,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Hospitality,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-05-14,,,,Inquiry,1,0,0,0,50,0.203,0.0,5293.49,5737.8,-5737.8,,BWP,1,4,Medium,4,4,542.0,0,28,40,Low Priority,13,13,13,0,1,1,0,0,2,1,453.0,2025-01-18 21:30:42,2025-06-27 04:18:51,/services
CL10756,SESS70756,132.7.47.32,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Financial Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-02-21,,,,Inquiry,1,0,0,0,58,0.2716,0.0,24465.54,19820.62,-19820.62,,BWP,1,5,Medium,5,4,277.4,0,30,45,Low Priority,11,11,11,0,0,0,0,0,0,0,578.4,2025-02-14 06:21:55,2025-06-20 19:16:49,/
CL10757,SESS70757,182.83.35.77,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Retail,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-03-13,2025-03-15,2025-03-17,2025-03-21,Contract Confirmed,1,1,1,1,76,0.4154,49222.31,18114.79,9593.1,39629.21,8.0,BWP,1,8,High,8,7,386.5,1,64,71,Sales Ready,10,10,10,1,1,1,1,1,5,0,435.4,2025-02-01 20:55:28,2025-06-18 22:46:28,/services
CL10758,SESS70758,126.105.56.177,Medium,Zimbabwe,SADC,Bulawayo,-20.1325,28.6265,Medium,0.46,Legal Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-06-20,,,,Inquiry,1,0,0,0,56,0.2426,0.0,10964.81,9943.56,-9943.56,,BWP,1,5,Medium,5,4,398.0,0,30,44,Low Priority,8,8,8,0,1,0,0,0,1,0,562.1,2025-01-09 13:37:20,2025-05-22 03:46:15,/
CL10759,SESS70759,67.98.16.63,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-01-12,2025-01-14,,,Demo Requested,1,1,0,0,70,0.4124,0.0,31280.07,16687.5,-16687.5,,BWP,1,8,High,8,5,384.8,0,56,64,Nurture,19,19,19,4,0,0,0,0,4,2,584.9,2025-01-05 07:14:14,2025-06-29 10:41:48,/
CL10760,SESS70760,110.6.91.235,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Logistics,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-04-06,2025-04-07,,,Demo Requested,1,1,0,0,63,0.2816,0.0,8589.0,6709.56,-6709.56,,BWP,1,7,Medium,7,6,512.0,0,64,63,Nurture,16,16,16,3,2,0,0,0,5,1,598.9,2025-01-12 05:21:36,2025-06-18 01:41:27,/
CL10761,SESS70761,141.39.171.57,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Telecommunications,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-05-18,2025-05-22,2025-05-29,2025-06-11,Contract Confirmed,1,1,1,1,65,0.259,60589.19,13816.65,11737.44,48851.75,24.0,BWP,1,10,Medium,10,9,473.2,0,90,76,Sales Ready,9,9,9,1,1,1,0,0,3,1,772.6,2025-01-10 05:10:28,2025-06-25 02:23:53,/pricing
CL10762,SESS70762,186.31.168.234,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Financial Services,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-02-04,,,,Inquiry,1,0,0,0,88,0.4583,0.0,26296.14,12622.5,-12622.5,,BWP,1,5,Hot,5,3,378.2,0,20,57,Nurture,9,9,9,0,0,1,0,0,1,0,591.1,2025-01-21 04:16:26,2025-06-26 07:42:44,/case-studies
CL10763,SESS70763,159.117.197.69,Micro,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Logistics,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-01-12,2025-01-19,,,Demo Requested,1,1,0,0,89,0.6031,0.0,6831.1,2491.95,-2491.95,,BWP,1,6,Hot,6,6,449.0,0,52,72,Sales Ready,13,13,13,1,1,1,0,0,3,0,383.1,2025-01-01 20:10:56,2025-06-18 13:56:24,/pricing
CL10764,SESS70764,183.166.211.20,Small,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Government,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-02-02,2025-02-09,2025-02-12,2025-03-06,Contract Confirmed,1,1,1,1,72,0.3431,37340.45,15859.32,10168.95,27171.5,32.0,BWP,1,8,High,8,8,517.8,0,76,74,Sales Ready,5,5,5,0,1,0,0,0,1,1,558.2,2025-02-19 21:35:46,2025-06-23 05:41:22,/pricing
CL10765,SESS70765,48.42.9.147,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Legal Services,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR008,Lesedi,International Expansion,500000,2025-06-19,2025-06-24,,,Demo Requested,1,1,0,0,82,0.4719,0.0,23306.09,10864.26,-10864.26,,BWP,1,6,Hot,6,6,439.0,0,52,68,Sales Ready,7,7,7,2,0,0,0,0,2,0,536.7,2025-01-01 22:23:45,2025-05-28 19:41:09,/services
CL10766,SESS70766,153.223.245.57,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Government,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-01-03,,,,Inquiry,1,0,0,0,25,0.0335,0.0,1550.19,10168.95,-10168.95,,BWP,1,5,Low,5,5,391.0,0,40,32,Low Priority,4,4,4,0,0,0,0,0,0,0,592.5,2025-02-11 02:56:26,2025-06-28 12:59:43,/case-studies
CL10767,SESS70767,187.239.66.166,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-02-12,2025-02-16,,,Demo Requested,1,1,0,0,63,0.3078,0.0,24730.4,17677.44,-17677.44,,BWP,1,7,Medium,7,7,376.6,0,64,63,Nurture,8,8,8,1,1,0,0,0,2,1,681.4,2025-02-15 19:13:08,2025-06-12 17:01:30,/pricing
CL10768,SESS70768,168.191.68.80,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Logistics,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR006,Boitumelo,Regional Growth,400000,2025-01-08,2025-01-12,2025-01-14,,Proposal Sent,1,1,1,0,85,0.5245,0.0,7151.83,2999.57,-2999.57,,BWP,1,7,Hot,7,6,506.4,0,64,76,Sales Ready,8,8,8,2,0,0,0,0,2,0,441.6,2025-01-25 04:58:05,2025-06-19 15:27:19,/services
CL10769,SESS70769,91.120.140.175,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Hospitality,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-01-27,2025-02-01,,,Demo Requested,1,1,0,0,52,0.1303,0.0,11443.39,19327.33,-19327.33,,BWP,1,5,Medium,5,5,536.6,0,40,47,Nurture,10,10,10,1,1,0,0,0,2,1,445.6,2025-01-03 03:32:27,2025-06-04 22:35:49,/services
CL10770,SESS70770,51.230.213.35,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Healthcare,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-03,2025-05-09,,,Demo Requested,1,1,0,0,47,0.1765,0.0,9810.34,12231.65,-12231.65,,BWP,1,6,Medium,6,5,399.5,1,40,44,Low Priority,8,8,8,0,0,0,0,0,0,1,704.2,2025-01-09 23:11:05,2025-05-16 07:36:57,/services
CL10771,SESS70771,161.80.187.171,Medium,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Legal Services,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-02-23,2025-02-28,2025-03-09,,Proposal Sent,1,1,1,0,63,0.1828,0.0,7649.01,9207.0,-9207.0,,BWP,1,10,Medium,10,7,464.8,0,90,75,Sales Ready,7,7,7,2,1,0,0,0,3,0,400.7,2025-01-09 09:51:16,2025-06-30 09:14:55,/contact
CL10772,SESS70772,178.20.71.62,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-04-25,,,,Inquiry,1,0,0,0,54,0.175,0.0,10508.79,13213.89,-13213.89,,BWP,1,6,Medium,6,5,528.5,0,42,49,Nurture,13,13,13,0,1,0,0,0,1,1,591.5,2025-01-09 22:18:40,2025-06-14 23:14:23,/
CL10773,SESS70773,52.215.165.109,Micro,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Legal Services,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR007,Neo,International Expansion,520000,2025-04-28,2025-04-30,2025-05-05,,Proposal Sent,1,1,1,0,56,0.227,0.0,11210.63,10864.26,-10864.26,,BWP,1,10,Medium,10,7,356.0,0,90,71,Sales Ready,13,13,13,5,0,0,0,0,5,1,425.6,2025-01-12 16:15:28,2025-06-27 23:41:07,/schedule-demo
CL10774,SESS70774,160.223.66.141,Enterprise,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Government,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-06-08,2025-06-14,2025-06-20,2025-07-12,Contract Confirmed,1,1,1,1,78,0.2579,81055.13,28302.31,24142.8,56912.33,34.0,BWP,1,10,High,10,8,492.0,0,100,88,Urgent Follow-up,4,4,4,0,1,1,0,0,2,0,396.0,2025-02-05 21:12:04,2025-06-29 14:30:26,/ai-assistant
CL10775,SESS70775,139.34.102.44,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-01-02,2025-01-08,2025-01-18,,Proposal Sent,1,1,1,0,62,0.2667,0.0,16744.28,13810.5,-13810.5,,BWP,1,7,Medium,7,6,503.9,0,64,63,Nurture,14,14,14,2,4,0,0,1,7,0,444.8,2025-01-04 00:30:32,2025-06-26 11:15:05,/ai-assistant
CL10776,SESS70776,50.220.159.59,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Government,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-06-09,,,,Inquiry,1,0,0,0,48,0.1583,0.0,7319.25,10168.95,-10168.95,,BWP,1,6,Medium,6,4,449.2,0,52,50,Nurture,12,12,12,0,1,0,0,0,1,1,494.9,2025-02-14 07:41:22,2025-06-30 05:06:13,/
CL10777,SESS70777,53.200.237.218,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Government,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-05-03,2025-05-04,,,Demo Requested,1,1,0,0,55,0.3376,0.0,8173.62,5326.99,-5326.99,,BWP,1,6,Medium,6,5,323.0,0,42,49,Nurture,5,5,5,0,0,0,0,0,0,0,463.2,2025-01-02 20:02:44,2025-05-16 00:56:05,/case-studies
CL10778,SESS70778,74.12.220.106,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-02-07,2025-02-10,2025-02-17,2025-02-27,Contract Confirmed,1,1,1,1,71,0.4851,13877.73,11722.84,5316.16,8561.57,20.0,BWP,1,13,High,13,8,388.0,0,86,78,Sales Ready,11,11,11,2,2,0,1,2,7,1,769.5,2025-01-05 19:13:43,2025-06-12 03:50:32,/ai-assistant
CL10779,SESS70779,110.143.31.191,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-05-28,,,,Inquiry,1,0,0,0,56,0.3576,0.0,5265.42,3239.53,-3239.53,,BWP,1,7,Medium,7,5,454.9,0,44,51,Nurture,7,7,7,0,0,0,0,0,0,0,512.9,2025-01-23 18:43:07,2025-06-30 18:30:35,/services
CL10780,SESS70780,141.177.132.53,Micro,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Financial Services,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-06-09,2025-06-12,2025-06-22,2025-07-17,Contract Confirmed,1,1,1,1,80,0.379,43330.45,14255.97,8274.75,35055.7,38.0,BWP,1,8,High,8,7,423.0,0,76,78,Sales Ready,7,7,7,2,1,0,1,0,4,0,645.1,2025-01-02 20:52:08,2025-04-24 17:09:58,/schedule-demo
CL10781,SESS70781,118.133.120.128,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Telecommunications,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-02-26,2025-03-05,2025-03-13,2025-04-07,Contract Confirmed,1,1,1,1,64,0.3543,40237.74,12171.05,7557.11,32680.63,40.0,BWP,1,9,Medium,9,8,334.7,0,88,75,Sales Ready,10,10,10,2,0,0,2,0,4,1,482.3,2025-01-07 02:15:23,2025-06-28 17:17:06,/services
CL10782,SESS70782,89.196.6.177,Large,United States,International,New York,40.7128,-74.006,High,0.76,Retail,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR007,Neo,International Expansion,520000,2025-06-19,2025-06-24,2025-07-02,,Proposal Sent,1,1,1,0,36,0.1001,0.0,2728.56,5997.8,-5997.8,,BWP,1,9,Low,9,8,325.8,0,88,59,Nurture,11,11,11,2,1,0,0,0,3,2,512.5,2025-01-19 12:43:00,2025-06-15 00:41:10,/pricing
CL10783,SESS70783,72.68.22.172,Small,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Logistics,Cloud Security Analytics,Analytics,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-04-05,2025-04-11,2025-04-20,,Proposal Sent,1,1,1,0,78,0.3997,0.0,13337.02,7341.05,-7341.05,,BWP,1,6,High,6,6,422.8,0,52,66,Sales Ready,10,10,10,0,1,0,0,2,3,0,483.5,2025-01-23 04:15:19,2025-06-26 21:38:16,/pricing
CL10784,SESS70784,104.185.202.175,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Retail,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-05-01,2025-05-02,,,Demo Requested,1,1,0,0,70,0.3682,0.0,17566.34,10495.98,-10495.98,,BWP,1,7,High,7,7,406.7,0,64,67,Sales Ready,8,8,8,0,1,0,0,0,1,0,363.0,2025-01-25 20:08:36,2025-06-08 19:01:39,/
CL10785,SESS70785,51.164.151.45,Small,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Retail,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-06-28,,,,Inquiry,1,0,0,0,77,0.3981,0.0,26976.2,14908.18,-14908.18,,BWP,1,8,High,8,5,449.4,1,54,67,Sales Ready,12,12,12,0,2,0,0,0,2,0,506.3,2025-01-18 05:34:52,2025-06-20 07:14:59,/
CL10786,SESS70786,50.66.192.195,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Mining,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-03-19,,,,Inquiry,1,0,0,0,63,0.2234,0.0,15664.6,15426.84,-15426.84,,BWP,1,6,Medium,6,5,610.5,0,52,58,Nurture,6,6,6,0,0,1,0,0,1,0,382.7,2025-01-06 02:34:21,2025-06-04 15:38:49,/services
CL10787,SESS70787,135.94.69.153,Medium,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Mining,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-06-03,2025-06-07,,,Demo Requested,1,1,0,0,38,0.0906,0.0,6813.51,16536.96,-16536.96,,BWP,1,6,Low,6,6,336.7,0,52,44,Low Priority,7,7,7,1,0,0,0,0,1,0,373.7,2025-01-08 18:08:11,2025-05-30 18:00:51,/
CL10788,SESS70788,161.37.8.218,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Financial Services,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-03-11,2025-03-16,,,Demo Requested,1,1,0,0,58,0.1482,0.0,8502.17,12622.5,-12622.5,,BWP,1,6,Medium,6,6,555.8,0,52,55,Nurture,5,5,5,1,0,1,0,0,2,0,492.0,2025-01-13 10:11:51,2025-06-02 11:07:02,/services
CL10789,SESS70789,76.109.224.61,Medium,Eswatini,SADC,Mbabane,-26.3054,31.1367,Emerging,0.27,Retail,Executive Cyber Training,Training,Regional Roadshow,Windhoek SME Security Roadshow,SR002,Kagiso,Botswana Core,390000,2025-06-01,2025-06-07,2025-06-09,,Proposal Sent,1,1,1,0,48,0.1762,0.0,3435.47,4288.68,-4288.68,,BWP,1,9,Medium,9,6,457.8,0,58,52,Nurture,8,8,8,1,0,0,0,1,2,0,444.8,2025-01-11 18:30:38,2025-05-17 10:41:22,/services
CL10790,SESS70790,41.49.210.76,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Retail,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR008,Lesedi,International Expansion,500000,2025-04-30,2025-05-01,2025-05-05,,Proposal Sent,1,1,1,0,66,0.3045,0.0,11314.56,8175.45,-8175.45,,BWP,1,9,High,9,7,426.3,0,88,76,Sales Ready,7,7,7,1,3,0,0,0,4,0,448.0,2025-01-19 19:58:00,2025-06-19 05:55:04,/ai-assistant
CL10791,SESS70791,67.126.36.8,Medium,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Telecommunications,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-02-18,2025-02-20,2025-02-22,,Proposal Sent,1,1,1,0,55,0.3376,0.0,7896.55,5146.42,-5146.42,,BWP,1,6,Medium,6,6,509.3,1,50,53,Nurture,14,14,14,0,2,0,0,0,2,1,638.9,2025-01-15 13:32:18,2025-06-28 03:00:19,/
CL10792,SESS70792,184.63.159.200,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Government,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-03-29,,,,Inquiry,1,0,0,0,65,0.3056,0.0,23366.35,16822.08,-16822.08,,BWP,1,6,Medium,6,4,352.2,2,48,57,Nurture,8,8,8,0,1,1,0,0,2,0,475.0,2025-02-06 10:56:07,2025-06-27 03:42:28,/
CL10793,SESS70793,176.85.179.12,Large,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Education,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-03-11,2025-03-17,2025-03-22,2025-04-13,Contract Confirmed,1,1,1,1,74,0.4046,64102.7,20203.73,10986.62,53116.08,33.0,BWP,1,9,High,9,8,436.9,0,78,76,Sales Ready,11,11,11,1,2,2,0,1,6,1,506.7,2025-01-03 02:24:26,2025-06-22 20:27:17,/
CL10794,SESS70794,115.95.50.201,Micro,Germany,International,Berlin,52.52,13.405,High,0.69,Logistics,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR007,Neo,International Expansion,520000,2025-01-19,2025-01-23,2025-01-28,2025-02-03,Contract Confirmed,1,1,1,1,65,0.385,15218.46,6269.97,3582.48,11635.98,15.0,BWP,1,14,Medium,14,9,402.1,0,100,81,Urgent Follow-up,10,10,10,1,1,0,1,1,4,2,570.2,2025-01-05 07:14:58,2025-06-25 05:39:48,/case-studies
CL10795,SESS70795,43.102.68.114,Small,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Healthcare,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-01-08,2025-01-10,2025-01-19,,Proposal Sent,1,1,1,0,88,0.396,0.0,15594.92,8664.08,-8664.08,,BWP,1,7,Hot,7,7,255.7,0,64,77,Sales Ready,8,8,8,2,2,0,0,1,5,1,467.0,2025-01-04 10:55:40,2025-06-14 04:11:21,/ai-assistant
CL10796,SESS70796,82.134.78.68,Small,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Hospitality,Fraud Monitoring Solution,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-03-16,,,,Inquiry,1,0,0,0,60,0.3009,0.0,12472.56,9118.14,-9118.14,,BWP,1,9,Medium,9,4,339.0,0,58,59,Nurture,6,6,6,0,1,0,0,0,1,1,438.7,2025-01-06 00:08:46,2025-06-09 11:50:07,/services
CL10797,SESS70797,146.182.105.140,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-01-05,,,,Inquiry,1,0,0,0,64,0.3543,0.0,16099.95,9996.59,-9996.59,,BWP,1,9,Medium,9,5,368.8,0,58,61,Nurture,6,6,6,0,0,0,0,0,0,0,534.3,2025-01-24 19:52:10,2025-06-23 20:24:52,/
CL10798,SESS70798,63.121.189.215,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-02-08,2025-02-12,2025-02-19,,Proposal Sent,1,1,1,0,68,0.2443,0.0,25325.19,22809.6,-22809.6,,BWP,1,9,High,9,6,378.7,0,68,68,Sales Ready,17,17,17,1,2,0,0,0,3,4,591.9,2025-01-11 02:23:01,2025-06-27 21:19:26,/
CL10799,SESS70799,177.144.239.65,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Retail,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-05-20,2025-05-26,2025-06-01,2025-06-16,Contract Confirmed,1,1,1,1,81,0.378,41778.97,16482.71,9593.1,32185.87,27.0,BWP,1,12,Hot,12,7,417.0,0,100,90,Urgent Follow-up,5,5,5,1,1,0,0,1,3,0,318.4,2025-01-18 08:06:44,2025-05-03 19:19:44,/ai-assistant
CL10800,SESS70800,162.133.246.13,Micro,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Logistics,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-05-18,,,,Inquiry,1,0,0,0,23,0.03,0.0,770.04,5646.96,-5646.96,,BWP,1,9,Low,9,6,365.1,0,78,48,Nurture,7,7,7,0,1,0,0,0,1,0,414.3,2025-03-10 08:31:32,2025-06-20 21:14:25,/
