client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,web_visit_count,inquiry_submit_count,demo_request_count,ai_assistant_request_count,contract_confirmation_count,avg_response_time_ms,web_error_count,total_web_events,lead_quality,total_page_views,high_intent_hits,unique_pages_visited,avg_web_response_ms,web_error_hits,first_web_event,last_web_event,intent_score,commercial_readiness_score,priority_band
CL10365,SESS70365,74.205.67.42,Large,India,International,Mumbai,19.076,72.8777,Medium,0.55,Logistics,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-05-10,2025-05-14,2025-05-18,2025-06-01,Contract Confirmed,1,1,1,1,73,0.4148,121569.36,34586.68,18342.3,103227.06,22.0,BWP,5,1,1,1,1,455.7,0,10,High,10,8,9,455.7,0,2025-05-10T20:58:00,2025-05-11T08:36:00,100,85,Urgent Follow-up
CL10366,SESS70366,108.11.137.77,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Retail,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-03-29,,,,Inquiry,1,0,0,0,88,0.3789,0.0,19581.68,11369.6,-11369.6,,BWP,5,1,0,2,0,459.2,0,8,Hot,8,6,6,459.2,0,2025-03-29T22:40:00,2025-03-30T07:56:00,76,83,Urgent Follow-up
CL10367,SESS70367,137.108.140.188,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Education,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-28,2025-05-31,,,Demo Requested,1,1,0,0,54,0.1665,0.0,4263.22,5634.68,-5634.68,,BWP,3,1,1,0,0,423.2,0,5,Medium,5,2,4,423.2,0,2025-05-28T10:26:00,2025-05-28T14:57:00,30,43,Low Priority
CL10368,SESS70368,74.151.121.162,Large,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Government,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-05-12,,,,Inquiry,1,0,0,0,50,0.2728,0.0,8454.5,6818.55,-6818.55,,BWP,4,1,0,1,0,359.7,0,6,Medium,6,4,6,359.7,0,2025-05-12T11:55:00,2025-05-12T21:11:00,52,51,Nurture
CL10369,SESS70369,180.50.143.104,Small,Zambia,SADC,Ndola,-12.9587,28.6366,Medium,0.38,Logistics,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-03-14,,,,Inquiry,1,0,0,0,49,0.1425,0.0,8556.32,13213.89,-13213.89,,BWP,5,1,0,0,0,460.8,0,6,Medium,6,3,5,460.8,0,2025-03-14T10:15:00,2025-03-14T19:37:00,42,46,Nurture
CL10370,SESS70370,62.17.160.249,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Legal Services,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-06-16,2025-06-20,2025-06-29,,Proposal Sent,1,1,1,0,67,0.3089,0.0,23273.07,16572.6,-16572.6,,BWP,5,1,1,0,0,483.9,0,8,High,8,6,7,483.9,0,2025-06-16T19:56:00,2025-06-17T07:58:00,76,71,Sales Ready
CL10371,SESS70371,108.135.249.191,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Retail,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-05-26,,,,Inquiry,1,0,0,0,56,0.2037,0.0,7524.31,8125.92,-8125.92,,BWP,5,1,0,0,0,373.8,0,6,Medium,6,3,5,373.8,0,2025-05-26T14:05:00,2025-05-27T00:02:00,42,50,Nurture
CL10372,SESS70372,86.41.185.60,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Financial Services,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-03-01,2025-03-05,2025-03-08,,Proposal Sent,1,1,1,0,62,0.3869,0.0,9923.78,5643.0,-5643.0,,BWP,4,1,1,0,0,472.3,0,7,Medium,7,5,7,472.3,0,2025-03-01T07:20:00,2025-03-01T14:49:00,64,63,Nurture
CL10373,SESS70373,190.152.160.74,Micro,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-03-19,,,,Inquiry,1,0,0,0,68,0.3964,0.0,10749.14,5966.14,-5966.14,,BWP,3,1,0,0,0,482.2,0,4,High,4,1,3,482.2,0,2025-03-19T13:40:00,2025-03-19T17:27:00,18,46,Nurture
CL10374,SESS70374,120.122.151.111,Small,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Mining,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-03-10,2025-03-17,2025-03-24,2025-04-17,Contract Confirmed,1,1,1,1,48,0.0991,24147.89,4168.29,9256.1,14891.79,38.0,BWP,4,1,1,1,1,410.4,0,9,Medium,9,7,9,410.4,0,2025-03-10T22:51:00,2025-03-11T12:33:00,88,66,Sales Ready
CL10375,SESS70375,115.1.95.182,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Threat Detection Platform,Platform,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-02-06,,,,Inquiry,1,0,0,0,78,0.2947,0.0,39470.18,29462.4,-29462.4,,BWP,4,1,0,1,0,429.5,0,6,High,6,4,5,429.5,0,2025-02-06T21:11:00,2025-02-07T02:24:00,52,66,Sales Ready
CL10376,SESS70376,108.208.125.239,Enterprise,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Government,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-02-04,2025-02-06,,,Demo Requested,1,1,0,0,82,0.5453,0.0,20466.28,8256.84,-8256.84,,BWP,4,1,1,0,0,464.5,0,6,Hot,6,2,4,464.5,0,2025-02-04T19:20:00,2025-02-05T01:08:00,32,60,Nurture
CL10377,SESS70377,131.236.93.192,Medium,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Mining,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-06-21,,,,Inquiry,1,0,0,0,69,0.3761,0.0,11778.83,6890.4,-6890.4,,BWP,5,1,0,1,0,488.0,0,7,High,7,5,6,488.0,0,2025-06-21T16:59:00,2025-06-22T05:03:00,64,67,Sales Ready
CL10378,SESS70378,185.196.236.174,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Hospitality,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-04-02,2025-04-05,2025-04-07,,Proposal Sent,1,1,1,0,59,0.2029,0.0,7637.1,8280.36,-8280.36,,BWP,5,1,1,0,0,486.1,0,8,Medium,8,4,6,486.1,0,2025-04-02T18:06:00,2025-04-03T06:47:00,56,58,Nurture
CL10379,SESS70379,76.92.29.99,Medium,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Healthcare,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-03-23,2025-03-24,2025-04-03,2025-04-15,Contract Confirmed,1,1,1,1,65,0.2363,65558.56,15598.14,14520.0,51038.56,23.0,BWP,7,1,1,0,1,454.1,0,11,Medium,11,9,8,454.1,0,2025-03-23T12:22:00,2025-03-23T22:24:00,100,81,Urgent Follow-up
CL10380,SESS70380,94.13.136.32,Micro,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Education,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR007,Neo,International Expansion,520000,2025-05-21,2025-05-22,,,Demo Requested,1,1,0,0,98,0.5546,0.0,15519.34,6156.41,-6156.41,,BWP,3,1,1,0,0,418.0,0,5,Hot,5,3,5,418.0,0,2025-05-21T14:28:00,2025-05-21T20:00:00,40,72,Sales Ready
CL10381,SESS70381,105.155.43.129,Small,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Mining,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-04-22,2025-04-28,2025-05-06,,Proposal Sent,1,1,1,0,77,0.5389,0.0,9265.19,3782.06,-3782.06,,BWP,3,1,1,1,0,521.1,0,7,High,7,5,7,521.1,0,2025-04-22T09:56:00,2025-04-22T20:41:00,64,71,Sales Ready
CL10382,SESS70382,138.195.67.117,Large,United States,International,Austin,30.2672,-97.7431,High,0.76,Legal Services,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-06-21,2025-06-27,2025-06-30,,Proposal Sent,1,1,1,0,76,0.3873,0.0,31590.74,17943.55,-17943.55,,BWP,6,1,1,2,0,407.1,0,11,High,11,8,8,407.1,0,2025-06-21T16:02:00,2025-06-22T05:43:00,100,87,Urgent Follow-up
CL10383,SESS70383,111.139.236.234,Large,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Logistics,Executive Cyber Training,Training,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-05-29,,,,Inquiry,1,0,0,0,86,0.5958,0.0,14397.16,5316.16,-5316.16,,BWP,4,1,0,0,0,476.8,0,5,Hot,5,2,4,476.8,0,2025-05-29T22:01:00,2025-05-30T03:40:00,30,61,Nurture
CL10384,SESS70384,85.232.36.59,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Healthcare,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-04-09,2025-04-11,2025-04-13,,Proposal Sent,1,1,1,0,98,0.3466,0.0,31908.35,20255.4,-20255.4,,BWP,3,1,1,1,0,447.4,0,7,Hot,7,4,6,447.4,0,2025-04-09T23:11:00,2025-04-10T08:40:00,54,78,Sales Ready
CL10385,SESS70385,162.91.195.220,Micro,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Telecommunications,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-03-22,,,,Inquiry,1,0,0,0,54,0.2025,0.0,11593.45,12595.18,-12595.18,,BWP,3,1,0,1,0,424.0,0,5,Medium,5,3,5,424.0,0,2025-03-22T19:06:00,2025-03-23T02:12:00,40,48,Nurture
CL10386,SESS70386,101.101.104.166,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-06-29,2025-06-30,2025-07-10,2025-07-26,Contract Confirmed,1,1,1,1,96,0.5404,26799.25,9754.28,3971.0,22828.25,27.0,BWP,3,1,1,1,1,417.0,0,8,Hot,8,6,8,417.0,0,2025-06-29T18:12:00,2025-06-30T08:03:00,76,87,Urgent Follow-up
CL10387,SESS70387,148.248.123.59,Large,United States,International,New York,40.7128,-74.006,High,0.76,Telecommunications,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-05-19,2025-05-24,2025-05-27,2025-06-14,Contract Confirmed,1,1,1,1,74,0.6483,24096.96,21209.49,7197.36,16899.6,26.0,BWP,5,1,1,0,1,493.8,1,9,High,9,5,7,493.8,1,2025-05-19T21:42:00,2025-05-20T09:51:00,66,70,Sales Ready
CL10388,SESS70388,144.144.92.69,Large,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Financial Services,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-06-23,2025-06-28,,,Demo Requested,1,1,0,0,67,0.3285,0.0,34062.08,22809.6,-22809.6,,BWP,4,1,1,1,0,447.6,1,7,High,7,5,7,447.6,1,2025-06-23T18:36:00,2025-06-24T00:31:00,62,65,Nurture
CL10389,SESS70389,141.4.135.31,Medium,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Financial Services,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-01-28,2025-02-02,,,Demo Requested,1,1,0,0,79,0.4453,0.0,15028.86,7425.0,-7425.0,,BWP,5,1,1,1,0,406.2,0,8,High,8,6,6,406.2,0,2025-01-28T13:31:00,2025-01-29T02:08:00,76,78,Sales Ready
CL10390,SESS70390,169.214.101.51,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Retail,SME Security Package,SME,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-06-09,,,,Inquiry,1,0,0,0,60,0.2299,0.0,5459.66,5225.0,-5225.0,,BWP,3,1,0,1,0,298.0,0,5,Medium,5,3,5,298.0,0,2025-06-09T08:49:00,2025-06-09T14:13:00,40,51,Nurture
CL10391,SESS70391,79.91.9.99,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Education,SME Security Package,SME,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-06,,,,Inquiry,1,0,0,0,73,0.3007,0.0,5382.97,3938.22,-3938.22,,BWP,4,1,0,0,0,372.0,0,5,High,5,3,4,372.0,0,2025-05-06T15:47:00,2025-05-06T23:07:00,40,58,Nurture
CL10392,SESS70392,135.175.20.244,Enterprise,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Retail,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR008,Lesedi,International Expansion,500000,2025-01-29,2025-01-31,,,Demo Requested,1,1,0,0,72,0.3471,0.0,28045.03,17775.14,-17775.14,,BWP,5,1,1,2,0,491.9,0,9,High,9,7,7,491.9,0,2025-01-29T12:44:00,2025-01-30T00:07:00,88,79,Sales Ready
CL10393,SESS70393,60.189.58.24,Medium,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Legal Services,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-04-28,2025-05-01,2025-05-07,,Proposal Sent,1,1,1,0,62,0.207,0.0,7917.42,8415.0,-8415.0,,BWP,4,1,1,0,0,405.6,1,7,Medium,7,4,6,405.6,1,2025-04-28T17:38:00,2025-04-28T22:15:00,52,58,Nurture
CL10394,SESS70394,58.151.114.172,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Healthcare,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR002,Kagiso,Botswana Core,390000,2025-05-14,2025-05-17,,,Demo Requested,1,1,0,0,63,0.2584,0.0,14369.17,12231.65,-12231.65,,BWP,5,1,1,1,0,437.2,1,8,Medium,8,5,6,437.2,1,2025-05-14T21:58:00,2025-05-15T10:08:00,64,63,Nurture
CL10395,SESS70395,150.204.81.26,Small,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Hospitality,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-01-04,2025-01-06,2025-01-11,2025-02-05,Contract Confirmed,1,1,1,1,81,0.3729,39681.82,11976.76,7066.56,32615.26,32.0,BWP,5,1,1,1,1,396.0,0,10,Hot,10,8,9,396.0,0,2025-01-04T08:30:00,2025-01-05T00:33:00,100,90,Urgent Follow-up
CL10396,SESS70396,96.167.44.92,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-04-05,2025-04-07,2025-04-10,2025-04-14,Contract Confirmed,1,1,1,1,74,0.4315,66318.66,18539.9,9451.73,56866.93,9.0,BWP,5,1,1,0,1,543.6,1,9,High,9,6,8,543.6,1,2025-04-05T16:17:00,2025-04-06T03:51:00,76,75,Sales Ready
CL10397,SESS70397,84.73.205.244,Medium,Nigeria,Wider Africa,Abuja,9.0765,7.3986,High,0.62,Healthcare,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-06-05,2025-06-07,,,Demo Requested,1,1,0,0,70,0.2815,0.0,18579.62,14520.0,-14520.0,,BWP,4,1,1,0,0,464.0,0,6,High,6,3,5,464.0,0,2025-06-05T15:48:00,2025-06-06T00:41:00,42,57,Nurture
CL10398,SESS70398,113.247.89.102,Micro,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Mining,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-03-06,2025-03-08,2025-03-16,,Proposal Sent,1,1,1,0,71,0.5343,0.0,7630.67,3142.02,-3142.02,,BWP,5,1,1,0,0,502.0,1,8,High,8,5,6,502.0,1,2025-03-06T17:16:00,2025-03-07T01:39:00,64,68,Sales Ready
CL10399,SESS70399,43.202.48.187,Micro,Eswatini,SADC,Mbabane,-26.3054,31.1367,Emerging,0.27,Hospitality,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-04-06,2025-04-08,,,Demo Requested,1,1,0,0,84,0.374,0.0,9240.97,5435.81,-5435.81,,BWP,4,1,1,1,0,397.4,0,7,Hot,7,4,6,397.4,0,2025-04-06T22:16:00,2025-04-07T08:22:00,54,70,Sales Ready
CL10400,SESS70400,45.9.216.58,Micro,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Legal Services,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-04-03,,,,Inquiry,1,0,0,0,33,0.0704,0.0,780.25,2437.78,-2437.78,,BWP,7,1,0,0,0,439.6,2,8,Low,8,6,5,439.6,2,2025-04-03T18:09:00,2025-04-04T07:52:00,72,51,Nurture
CL10401,SESS70401,187.25.129.57,Micro,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Telecommunications,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-03-07,2025-03-14,2025-03-24,,Proposal Sent,1,1,1,0,80,0.3106,0.0,13765.0,9751.1,-9751.1,,BWP,4,1,1,1,0,435.2,1,8,High,8,6,7,435.2,1,2025-03-07T19:43:00,2025-03-08T08:08:00,74,77,Sales Ready
CL10402,SESS70402,51.146.78.212,Large,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Retail,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-06-19,,,,Inquiry,1,0,0,0,52,0.1966,0.0,11989.4,13416.13,-13416.13,,BWP,4,1,0,1,0,404.7,0,6,Medium,6,4,5,404.7,0,2025-06-19T23:51:00,2025-06-20T08:01:00,52,52,Nurture
CL10403,SESS70403,134.58.117.226,Large,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Healthcare,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-05-29,2025-06-03,2025-06-06,,Proposal Sent,1,1,1,0,77,0.4324,0.0,16438.77,8363.52,-8363.52,,BWP,5,1,1,2,0,399.2,0,10,High,10,7,8,399.2,0,2025-05-29T23:40:00,2025-05-30T11:18:00,90,83,Urgent Follow-up
CL10404,SESS70404,55.118.47.202,Medium,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Government,Threat Detection Platform,Platform,Google Search,Search Ads - Cybersecurity Help,SR008,Lesedi,International Expansion,500000,2025-01-27,2025-01-29,,,Demo Requested,1,1,0,0,58,0.2077,0.0,22408.88,23740.42,-23740.42,,BWP,4,1,1,0,0,444.3,0,6,Medium,6,2,4,444.3,0,2025-01-27T12:29:00,2025-01-27T16:20:00,32,46,Nurture
CL10405,SESS70405,53.119.163.146,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-06-30,,,,Inquiry,1,0,0,0,65,0.2282,0.0,10213.35,9845.55,-9845.55,,BWP,4,1,0,1,0,428.7,0,6,Medium,6,3,5,428.7,0,2025-06-30T18:11:00,2025-07-01T01:13:00,42,55,Nurture
CL10406,SESS70406,150.180.236.18,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Healthcare,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-06-13,2025-06-20,2025-06-29,2025-07-02,Contract Confirmed,1,1,1,1,57,0.1929,76504.2,13853.37,15799.21,60704.99,19.0,BWP,3,1,1,0,1,494.4,0,7,Medium,7,5,7,494.4,0,2025-06-13T21:57:00,2025-06-14T09:46:00,64,60,Nurture
CL10407,SESS70407,148.185.154.116,Large,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Education,SME Security Package,SME,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-03-04,2025-03-06,2025-03-14,2025-03-30,Contract Confirmed,1,1,1,1,61,0.3252,37344.05,9553.19,6462.72,30881.33,26.0,BWP,4,1,1,0,1,417.5,0,8,Medium,8,6,8,417.5,0,2025-03-04T17:40:00,2025-03-05T02:31:00,76,68,Sales Ready
CL10408,SESS70408,63.102.97.234,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Healthcare,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-06-07,2025-06-09,,,Demo Requested,1,1,0,0,57,0.2394,0.0,10316.87,9479.53,-9479.53,,BWP,2,1,1,1,0,484.6,0,5,Medium,5,3,5,484.6,0,2025-06-07T19:40:00,2025-06-08T00:17:00,40,49,Nurture
CL10409,SESS70409,97.240.137.97,Small,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Mining,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-01-26,,,,Inquiry,1,0,0,0,40,0.0729,0.0,2802.67,8459.88,-8459.88,,BWP,5,1,0,0,0,317.7,0,6,Low,6,1,3,317.7,0,2025-01-26T17:58:00,2025-01-27T03:37:00,22,32,Low Priority
CL10410,SESS70410,45.60.231.28,Large,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Retail,Fraud Monitoring Solution,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-06-30,,,,Inquiry,1,0,0,0,35,0.0708,0.0,5580.99,17335.3,-17335.3,,BWP,5,1,0,0,0,475.5,0,6,Low,6,3,5,475.5,0,2025-06-30T22:10:00,2025-07-01T02:34:00,42,38,Low Priority
CL10411,SESS70411,157.26.155.54,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Government,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-05-11,2025-05-16,2025-05-22,2025-06-02,Contract Confirmed,1,1,1,1,85,0.4371,36653.53,12544.27,6313.47,30340.06,22.0,BWP,2,1,1,3,1,521.2,0,9,Hot,9,7,7,521.2,0,2025-05-11T13:18:00,2025-05-11T22:12:00,88,86,Urgent Follow-up
CL10412,SESS70412,44.40.247.197,Medium,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Government,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-05-08,2025-05-12,,,Demo Requested,1,1,0,0,47,0.1176,0.0,5898.22,11033.0,-11033.0,,BWP,3,1,1,1,0,348.2,0,6,Medium,6,4,6,348.2,0,2025-05-08T14:57:00,2025-05-08T22:48:00,52,49,Nurture
CL10413,SESS70413,166.103.64.142,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Logistics,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-01-22,,,,Inquiry,1,0,0,0,38,0.134,0.0,1973.28,3239.53,-3239.53,,BWP,3,1,0,2,0,376.5,0,6,Low,6,4,5,376.5,0,2025-01-22T17:17:00,2025-01-23T02:39:00,52,44,Low Priority
CL10414,SESS70414,167.95.124.16,Enterprise,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-06-16,2025-06-19,2025-06-29,,Proposal Sent,1,1,1,0,73,0.3827,0.0,34035.68,19564.88,-19564.88,,BWP,3,1,1,1,0,427.9,0,7,High,7,4,6,427.9,0,2025-06-16T08:36:00,2025-06-16T19:32:00,54,64,Nurture
CL10415,SESS70415,140.29.42.83,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Logistics,SME Security Package,SME,Email Nurture,SME Security Education Series,SR008,Lesedi,International Expansion,500000,2025-01-08,,,,Inquiry,1,0,0,0,66,0.3434,0.0,7270.46,4657.22,-4657.22,,BWP,5,1,0,1,0,427.6,1,7,High,7,4,6,427.6,1,2025-01-08T16:23:00,2025-01-09T02:39:00,52,60,Nurture
CL10416,SESS70416,166.11.108.151,Micro,Germany,International,Berlin,52.52,13.405,High,0.69,Education,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-02-23,2025-02-26,2025-03-03,2025-03-19,Contract Confirmed,1,1,1,1,67,0.3531,31601.09,9882.0,6156.41,25444.68,24.0,BWP,4,1,1,0,1,530.6,0,8,High,8,6,8,530.6,0,2025-02-23T17:16:00,2025-02-24T04:44:00,76,71,Sales Ready
CL10417,SESS70417,140.108.209.6,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Hospitality,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-02-03,2025-02-04,,,Demo Requested,1,1,0,0,56,0.2341,0.0,9700.55,9118.14,-9118.14,,BWP,5,1,1,0,0,419.3,0,7,Medium,7,4,5,419.3,0,2025-02-03T19:34:00,2025-02-04T03:41:00,54,55,Nurture
CL10418,SESS70418,83.156.242.81,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Retail,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-05-28,2025-06-04,2025-06-10,,Proposal Sent,1,1,1,0,66,0.2125,0.0,10139.7,10495.98,-10495.98,,BWP,5,1,1,0,0,471.2,0,8,High,8,5,6,471.2,0,2025-05-29T00:00:00,2025-05-29T15:17:00,66,66,Sales Ready
